id,word,variant,homonym_num,part_of_speech,ru_definition
10488,илирдээ,,0,verb,"мерно раскачиваться взад и вперед, из стороны в сторону (о каком-либо легком предмете)"
10490,илистиилээх,,0,adj,изнурительный
10491,илиһин,,0,verb,"чувствовать крайнюю усталость, изнуряться, сильно уставать (от непосильной работы, продолжительной болезни и тому подобное)"
10493,илит,,0,verb,"сделать мокрым, влажным, замочить, намочить, промочить, увлажнить"
10497,илк,,0,verb,"отбрасывать, отшвыривать кого-, что-либо от себя, смахнуть (в форме исходной основы не используется)"
10499,иллэҥ,,0,adj,"не занятый делами, свободный от дел"
10501,иллэҥнээ,,0,verb,"давать возможность кому-либо иметь свободное время, отдохнуть, давать передышку, покой"
10502,иллэҥсий,,0,verb,"иметь перерыв, свободное время, получить передышку"
10505,иллэҥсиэр,,0,adj,более или менее свободный от дел
10507,иллэс,,0,verb,"мириться, возобновлять дружбу (обычно прерванную ссорой, враждой)"
10511,иллээх,,0,adj,"находящийся в добром согласии, дружный, мирный"
10513,иллюминатор,үлүмүнээтэр,0,noun,иллюминатор
10514,илт,,0,verb,"уходя, брать с собой что-либо, уносить, увозить"
10537,им,,2,noun,"метка, клеймо, тавро на ухе животного"
10539,им бyтэй,,0,adj,"темный, сопровождаемый глубокой тишиной"
10540,им-дьим,,0,noun,"тишина, полное отсутствие шума, безмолвие"
10542,имигэс,,0,adj,"способный легко гнуться, сгибаться, изгибаться, гибкий"
10543,имигэстий,,0,verb,"становиться гибче, изящнее, пластичнее"
10547,имии,,0,noun,"кожа, предназначенная для выделки"
10549,имииһиттээ,,0,verb,"работать кожемякой, заниматься выделкой кожи"
10550,имий,,0,verb,"становиться теплее, теплеть (о зимней погоде)"
10552,имик-самык,,0,noun,"сумерки, полусвет, полумрак"
10553,имик-симик,,0,noun,"утренние, вечерние сумерки"
10554,имилин,,0,verb,"быть выделанным, мятым, размягченным (о коже)"
10555,имилин-хомулун,,0,verb,"быть сильно помятым, потерять свой обычный вид"
10558,имиллэҕэс,,0,adj,"легко гнущийся, мнущийся, способный гнуться, гибкий"
10560,имиллэҥнэс,,2,adj,извивающийся
10563,имиллэҥнээ,,0,verb,"извиваться равномерно, ритмично"
10573,имит,,0,verb,"выделывать, обрабатывать, мять (кожу)"
10584,имнэн,,1,verb,"подавать, делать кому-либо незаметные для других знаки (например, подмигивать, толкать в бок и так далее)"
10589,имнээ,,0,verb,"ставить клеймо, метку, тавро, клеймить, таврить (животное)"
10592,имньит,,0,noun,"человек, который метит, клеймит, таврит скот"
10593,император,импэрээтэр,0,noun,император
10595,импиэрийэ,империя,0,noun,империя
10601,имэҥ,,0,noun,"сильное чувственное влечение, страсть, сладострастие"
10602,имэҥир,,0,verb,пылать страстью
10605,имэҥнээх,,0,adj,"проникнутый сильным чувством, страстный, пылкий"
10606,имэҥнээхтик,,0,adv,"жадно, увлеченно, со страстью"
10607,имэрий,,0,verb,"проводить ладонью (пальцами) по поверхности чего-либо поглаживать что-либо, гладить"
10615,инбэлиит,,0,noun,инвалид
10616,инбэлииттээ,,0,verb,"стать, становиться инвалидом"
10617,инбэлииттээһин,,0,noun,инвалидность
10622,инвестиция,инбэстииссийэ,0,noun,инвестиция
10623,инвентаризация,инбэнтээрдээһин,0,noun,инвентаризация
10624,инвентарнай,инбэнтээринэй,0,adj,инвентарный
10625,инвентарь,инбэнтээр,0,noun,инвентарь
10627,инженер,инсэньиэр,0,noun,инженер
10639,инкассаатар,,0,noun,инкассатор
10640,инкубаатар,,0,noun,инкубатор
10642,инники,,0,adj,находящийся впереди
10643,инникилээ,,0,verb,опережать
10644,инникитин,,0,adv,"в будущем, впредь"
10646,иннинээҕи,,0,adj,"произошедший, имевший место раньше, до чего-либо (преимущественно в сочет. с именами с предметным значением)"
10648,иннэ,,1,noun,"игла, иголка (для шитья)"
10650,иннэ-бүргэс,,0,noun,общее название мелких колющих инструментов
10652,иннэлэн,,0,verb,"иметь иглу, иголку"
10653,иннэ-сүүтүк,,0,noun,мелкие швейные принадлежности
10654,инньэ,,1,adv,там (совсем далеко)
10662,инспектор,иниспиэктэр,0,noun,инспектор
10663,инспектордаа,иниспиэктэрдээ,0,verb,"работать инспектором, занимать должность инспектора"
10664,инспекция,иниспиэксийэ,0,noun,инспектирование
10665,инспекциялааһын,иниспиэксийэлээһин,0,noun,инспектирование
10667,институт,,0,noun,институт (высшее учебное заведение)
10668,инструктор,устурууктар,0,noun,инструктор
10669,инструктордаа,устурууктардаа,0,verb,"быть, работать инструктором"
10670,инструкция,устурууксуйа,0,noun,инструкция
10672,интеллигент,интэлигиэн,0,noun,интеллигент
10673,интеллигентнэй,интэлигиэнтинэй,0,adj,интеллигентный
10674,интеллигенция,интэлигиэнсийэ,0,noun,интеллигенция
10677,интернат,интэринээт,0,noun,"общежитие при учебных заведениях, в котором учащиеся живут, воспитываются на государственном обеспечении, интернат"
10678,интернат-оскуола,интэринээт-оскуола,0,noun,"здание (или комплекс зданий), в котором школьники учатся, живут и воспитываются на полном государственном обеспечении"
10687,интэриэс,,0,noun,"внимание, проявляемое к кому-, чему-либо, преимущественная направленность мысли на какой-либо объект"
10688,интэриэстээ,,0,verb,"заинтересовать кого-либо чем-либо, привлечь выгодой, пользой"
10689,интэриэһинэй,,0,adj,"интересный, занимательный, привлекательный чем-либо"
10691,интэриэһиргээ,,0,verb,"интересоваться, заинтересоваться кем-, чем-либо"
10692,интэриэһиргээһин,,0,noun,"внимание, возбуждаемое чем-либо значительным, привлекательным"
10693,интэриэһиргээччи,,0,noun,любознательный человек
10695,инчэҕэй,,0,adj,"мокрый, сырой, пропитавшийся влагой"
10696,иҥ,,1,verb,"впитываться, всасываться во что-либо глубоко"
10697,иҥ,,2,noun,"скулы, щека"
10701,иҥиирдэн,,0,verb,"иметь, приобретать сухожильные нитки"
10702,иҥиирдээ,,0,verb,"снимать, вытягивать у забитой скотины сухожилия"
10703,иҥиирдээх,,0,adj,"сухожильный, с сухожилием"
10704,иҥимтиэ,,0,adj,"хорошо впитывающийся, всасывающийся"
10705,иҥин,,0,verb,"зацепиться какой-либо частью тела или одежды за что-либо, споткнуться"
10712,иҥиэхтээ,,0,verb,"плестись покачиваясь, запинаясь, подергиваясь"
10713,иҥиэх-чоҥоох,,0,adv,"робко, тайком, растерянно, выжидаючи (смотреть по сторонам)"
10714,иҥнигэн,,0,noun,"препятствие, помеха, задева на дне водоема (например, коряга)"
10715,иҥнигэс,,0,noun,"препятствие, помеха, запинка, затруднение"
10716,иҥнигэстэн,,0,verb,"натолкнуться на какое-либо препятствие, запинаться, споткнуться"
10718,иҥнэй,,0,verb,"крениться, давать крен (например, судно, самолет)"
10720,иҥнэлдьий,,0,verb,"качаться, переваливаться равномерно из стороны в сторону, пошатываться"
10721,иҥнэл-таҥнал,,0,adv,"покачиваясь, подпрыгивая, откидываясь (например, ехать, идти)"
10722,иҥнэн,,0,verb,"залиться румянцем, разрумяниться"
10728,иҥнэр,,0,verb,"наклонять, накренять что-либо набок"
10731,иҥнэри,,0,adv,"наклонно, набок"
10733,иҥнэри-таҥнары,,0,adv,"беспорядочно, хаотично, вверх тормашками"
10735,иҥнэркэй,,0,adj,"наклонный, покатый, пологий, наклонный без крутизны"
10738,иҥнэстигэс,,0,adj,"сильно накренившийся, готовый упасть"
10744,иҥнэччи,,0,adv,"немножко наклонно, чуточку с креном, кособоко, набекрень"
10745,иҥнээ,,0,verb,румянить (щеки)
10746,иҥ-сүт,,0,verb,"пропасть, скрыться, потеряться, исчезнуть бесследно"
10747,иҥсэ,,0,noun,"чрезмерное стремление, желание есть, жадность, обжорство"
10749,иҥсэлээхтик,,0,adv,"жадно, с жадностью (есть, пить)"
10750,иҥсэ-мэнэгэй,,0,noun,"необыкновенная, невероятная прожорливость"
10751,иҥсэр,,0,verb,"неудержимо хотеть, желать, стремиться есть, пить"
10756,иҥэн-тоҥон,,0,adv,"весьма тщательно, вникая в суть, во все детали, подробно"
10757,иҥэр,,0,verb,"вобрать в себя (жидкое), впитывать, всасывать"
10762,иҥэрсий,,0,verb,ржать тихонько (о лошади)
10768,иҥэһэ,,0,noun,стремя
10770,иҥээҥнээ,,0,verb,"добиваться чьего-либо расположения, стараться сблизиться с кем-либо, добиваться взаимности"
10775,ир,,1,verb,"таять, оттаивать (например, снег, лед)"
10777,ирбэнньик,,0,noun,"солнечные блики, играющие на легкой ряби воды"
10778,ирбэнньиктий,,0,verb,"отражая солнечные лучи, играть, пестреть, отсвечивать бликами"
10782,ирдэбил,,0,noun,"требование, спрос"
10783,ирдэбиллээх,,0,adj,требовательный
10790,ирдээ,,0,verb,"искать целенаправленно (основательно, тщательно), выслеживать (например, зверя по следу)"
10791,ирдээ-тордоо,,0,verb,"выискывать, выслеживать, неотступно преследовать (например, зверя)"
10793,ирибинээ-дьирибинээ,,0,verb,"рябить, мелькать, переливаться, мелко дрожать, биться"
10795,ирим-дьирим,,0,adv,"играя разными цветами радуги, бликуя, отражаясь многообразием"
10796,иринньэҕир,,0,verb,"стать слабым, болезненно хилым, тщедушным (обычно о ребенке)"
10797,иринньэх,,0,adj,"болезненный, слабый, хилый, тщедушный"
10798,ириҥэ,,0,noun,гной
10799,ириҥэр,,0,verb,гноиться
10801,ириэнэх,,0,adj,талый
10802,ириэр,,0,verb,"оттаивать, растапливать что-либо"
10806,ириэһин,,0,noun,оттепель
10808,ир-хор,,0,verb,"основательно согреться, как следует отогреться (обычно о человеке)"
10809,ирэ-хоро,,0,adv,"всласть, вдоволь (наговориться, поесть, поработать и тому подобное)"
10810,ирээт,,0,noun,"доля, часть чего-либо, предназначенная кому-, чему-либо"
10815,ирээттээ,,0,verb,"выделять кому-либо долю, часть"
10817,ис,,1,verb,"идти, двигаться, ехать на чем-либо (в определенном направлении)"
10818,ис,,2,verb,пить
10819,ис,,3,verb,"пухнуть, опухать"
10820,ис,,4,noun,"живот, брюхо"
10823,искусство,ускуустуба,0,noun,"искусство (как художественное творчество в целом: лит., архит., скульптура, жив., театр, кино и др.)"
10825,искэн,,1,noun,"опухоль, нарыв"
10826,искэн,,2,adj,полнотелый
10827,искэннэн,,0,verb,"заиметь опухоль, нарыв"
10828,искэх,,1,noun,икра рыбья
10830,искэхтэн,,0,verb,"иметь икру, наполняться икрой (о рыбе)"
10831,испиир,,0,noun,спирт
10832,испиискэ,,1,noun,спичка
10834,испииһэк,,0,noun,"список, письменный перечень кого-, чего-либо"
10837,испииһэктээ,,0,verb,составлять список
10842,испиэскэлээ,,0,verb,белить известкой
10843,испиэскэлээх,,0,adj,содержащий известь
10845,испэктээк,спектакль,0,noun,спектакль
10846,иссис,,0,verb,"спариваться, случаться (о собаках, волках, песцах и тому подобное)"
10847,истигэн,,0,adj,чуткий на слух
10850,истии,,2,noun,щи
10854,истиҥ,,0,adj,"искренний, самый близкий, задушевный (друг, родственник, человек и так далее)"
10855,истиҥник,,0,adv,"искренне, близко, задушевно"
10859,истиэнэ,,0,noun,"стена (вертикальная часть здания, помещения)"
10860,истиэнэлии,,0,adv,"как стена, сомкнутым рядом, плотно"
10861,истиэп,,0,noun,степь
10862,истэн,,0,verb,"стать пузатым, отрастить живот (от ожирения, болезни)"
10865,истэт,,0,verb,"ранить в живот, быть раненым в живот"
10866,истээ,,0,verb,"подшивать с изнанки, сделать подкладку, подбивать одежду (например, мехом, ватой)"
10867,истээк,,0,noun,подпорка нижней жерди изгороди
10870,истээх,,0,adj,пузатый
10872,истээччи,,0,noun,"слушатель (тот, кто слушает кого-, что-либо)"
10875,иһиир,,0,verb,"свистеть, издавать резкий высокий звук"
10881,иһий,,0,verb,"перестать шуметь, говорить, затихать, притихнуть, стать неподвижным, замереть (например, что-либо выжидая)"
10884,иһиликпин-таһылыкпын,,0,interj,запев бесовской девы в эпосе олонхо
10886,иһилин,,2,verb,"слышаться, доноситься до ушей"
10890,иһиллэрдик,,0,adv,"довольно громко, так, чтобы было слышно"
10894,иһиллээ,,0,verb,"прислушаться, напрячь слух"
10896,иһиллээһин,,0,noun,"стремление, желание прислушаться, вслушаться, напрячь слух"
10906,иһинээҕи,,0,adj,находящийся внутри чего-либо внутренний
10907,иһинээҕитэ,,0,noun,содержимое
10909,иһирдьэ,,0,adv,"внутрь, внутри"
10910,иһирдьэҥ,,0,adj,"не бросающийся в глаза, не очевидный (о скотине, у к-рой больше внутреннего жира, чем наружного)"
10911,иһирдьээҥҥи,,0,adj,"внутренний, находящийся внутри чего-либо"
10912,иһирик,,0,adj,"густой, плотный"
10914,иһирэҕэлээ,,0,verb,"делать что-либо тайком, не на виду, скрытно глазу (редко употребляется)"
10915,иһирэх,,0,adj,"задушевный, искренний, сердечный"
10916,иһирэхтик,,0,adv,"задушевно, искренне, сердечно"
10917,иһирэхтээ,,0,verb,"делать что-либо тайно, под секретом (редко употребляется)"
10920,иһит,,1,verb,"слушать, услышать, направлять слух на что-либо"
10922,иһит,,3,noun,"посуда (как общее название хозяйственной утвари для еды, питья, хранения припасов)"
10923,иһитиннэр,,0,verb,"прочесть и сообщить, объявить, информировать, уведомить, доводить до сведения"
10924,иһитиннэрии,,0,noun,"сообщение, извещение, уведомление о чем-либо"
10926,иһиттэн,,1,verb,"приобретать, завести, заиметь посуду"
10928,иһит-хомуос,,0,noun,"домашняя посуда, хозяйствення утварь"
10929,иһитчит,,0,noun,"изготовитель посуды (раньше: тот, кто занимался шитьем берестяной посуды)"
10935,иһэҕир,,0,verb,"забиваться грязью, снегом (например, внутренняя сторона копыта, подошва обуви)"
10936,иһэлий,,0,verb,"обморозиться (о теле человека, чаще всего о щеке)"
10937,иһэлит,,0,verb,обморозить
10938,иһэлитин,,0,verb,"опухать, припухать, увеличиваться в объеме от холода, быть обмороженным (о теле человека)"
10944,иһэтин,,0,verb,"повредить себе внутренние органы, поднимая тяжесть, делая чрезмерные усилия, надорваться"
10945,иһэх,,0,noun,"грязь, снег, прилипшие комочком к внутренней стороне копыта животного, грязь, приставшая к подошвам"
10947,иһэхтээ,,0,verb,"очищать грязь, снег с внутренней стороны лошадиного копыта, подошвы"
10951,иһээччи,,0,noun,"тот, кто постоянно и много, с пристрастием пьет спиртное, пьяница, алкоголик"
10964,итигэстээ,,0,verb,"поднимать, подбирать, собирать поодиночке, по-одному, поштучно"
10965,итии,,0,adj,"жаркий, теплый"
10966,итии-буһуу,,0,noun,"ощущение сильной жары, пекло (например, от зноя, тяжелой работы и тому подобное)"
10967,итиик,,0,noun,сыпь
10968,итиилээ,,0,verb,"напиться горячего чаю, принимать горячую пищу"
10969,итииргээ,,0,verb,"чувствовать, испытывать духоту, жару, потеть"
10971,итиитигэр,,0,adv,"сразу же, тут же, тотчас, по горячим следам (после какого-либо события, действия и тому подобное)"
10972,итиитик,,0,adv,"тепло (например, одеваться)"
10973,итиитинэ,,0,adv,"без задержки, сразу, тут же, пока свежо"
10974,итиитиҥи,,0,adj,"тепловатый, жарковатый"
10975,итий,,0,verb,"стать теплым, горячим, нагреться, прогреться"
10977,итий гын,,0,verb,"внезапно почувствовать прилив крови (например, к лицу, ушам и тому подобное)"
10978,итийии,,0,noun,нагревание
10979,итий-кутуй,,0,verb,"чувствовать сильный жар, потеть"
10981,итийэн-кутуйан,,0,adv,"основательно, старательно, с большим желанием, увлеченно, вдохновенно"
10984,итин,,0,verb,"греться (например, у огня, на солнце)"
10996,итир,,1,verb,"напиваться допьяна, пьянеть"
10997,итир,,2,noun,"тонкий сальник у рогатого скота, брыжейка"
10999,итирик,,0,adj,"пьяный, изрядно выпивший"
11000,итирик-кутурук,,0,noun,"разные пьяницы, пьяный сброд"
11001,итириксит,,0,noun,"тот, кто много пьет (обычно со скандалом), пьяница"
11002,итириктээ,,0,verb,пьянствовать
11003,итириктээһин,,0,noun,"пьянство, постоянное, неумеренное потребление спиртных напитков"
11005,итир-кутур,,0,verb,"опьянеть сильно, с шумом-гамом, напиться допьяна, при этом шуметь, веселиться"
11007,итит,,0,verb,"греть, отогреть, согреть"
11020,иттэнэ,,0,adv,"на спину, на спине, навзничь (падать, лежать)"
11022,итэҕэй,,0,verb,"принимать за правду, принимать за истину что-либо увиденное или сказанное"
11025,итэҕэйимтиэ,,0,adj,"доверчивый, питающий ко всем доверие"
11028,итэҕэйээччи,,0,noun,верящий во что-либо
11029,итэҕэл,,0,noun,уверенность в исполнении чего-либо
11031,итэҕэллээх,,0,adj,"внушающий доверие, верный, надежный (тот, на кого можно положиться)"
11032,итэҕэс,,0,noun,"недостаток, изъян, отрицательная черта кого-, чего-либо"
11033,итэҕэс-быһаҕас,,0,noun,"недостаток, пробел, упущение в чем-либо"
11034,итэҕэстий,,0,verb,"иметь недостаток в чем-либо, недосчитаться чего-либо"
11035,итэҕэстик,,0,adv,"недостаточно, неполно"
11036,итэҕэстит,,0,verb,"допустить недостачу чего-либо (например, подворовать)"
11037,итэҕэстэн,,0,verb,"иметь недостачу в средствах (в основном при ревизии, проверке)"
11038,итэҕэстээ,,0,verb,"израсходовать незаконно, с корыстной целью доверенные кем-либо средства"
11039,итэҕэстээһин,,0,noun,"преступно присвоенная сумма средств, растрата"
11040,итэҕэстээх,,0,adj,"имеющий недостаток, изъян"
11041,итэҕэт,,0,verb,"заставить кого-либо поверить во что-либо, убедить"
11043,итэҕэтиилээх,,0,adj,убедительный
11044,итэҕэтиилээхтик,,0,adv,"убедительно, аргументированно"
11045,итэҕэттэр,,0,verb,добиться чьего-либо доверия к себе
11046,итэҕэтэрдик,,0,adv,убедительно
11049,итээ,,0,verb,"убавляться в количестве, стать меньше"
11050,ичигэс,,0,adj,теплый
11051,ичигэстик,,0,adv,"тепло, так, чтобы не замерзнуть (одеваться)"
11052,ичигэстиҥи,,0,adj,тепловатый
11063,иччилээхтик,,0,adv,"с какой-то особенной, таинственной силой (от к-рой у человека волосы встают дыбом)"
11064,иччимсэх,,0,adj,"быстро привыкающий к человеку, питающий к нему особое расположение, ласковый (обычно о домашних животных)"
11066,иччитий,,0,verb,"привыкать к человеку, не бояться человека (о домашних животных)"
11067,иччитэх,,0,adj,"пустой, порожний, без содержимого (например, сосуд)"
11068,иччитэхсий,,0,verb,"стать пустым, нежилым, необитаемым"
11070,иччитэхтээ,,0,verb,"опорожнять (посуду, ящик и тому подобное)"
11072,ичэ,,0,interj,"выражает удивление, изумление"
11076,иэҕиилээх,,0,adj,"гнутый, изогнутый"
11082,иэҕиллэҕэс,,0,adj,легко принимающий изогнутую форму
11084,иэҕэҕэр,,0,adj,"слегка склоненный, накренившийся (о вертикальном предмете), гнутый сверху"
11085,иэҕэй,,0,verb,"накреняться, давать крен в сторону"
11087,иэҕэй-куоҕай,,0,verb,"сгибаться, изгибаться, нагибаться (обычно о тонком, высоком и длинношеем человеке)"
11089,иэҕэлдьий,,0,verb,"покачиваться из стороны в сторону, пошатываться"
11093,иэҕэл-куоҕал,,0,adj,"качающийся, сгибающийся, склоняющийся (о тонком предмете)"
11097,иэҕэҥнээ,,0,verb,"равномерно покачиваться из стороны в сторону, пошатываться переваливаться с боку на бок"
11101,иэҕэс-куоҕас,,0,adv,качаясь из стороны в сторону
11104,иэҕэччи,,0,adv,"наклонно, склонившись"
11105,иэдэй,,0,verb,"попадать в беду, бедствовать, страдать от чего-либо"
11107,иэдэс,,0,noun,щека
11108,иэдэстээ,,0,verb,"тесать (например, бревно), придавая ему уплощенную форму"
11111,иэдээн,,0,noun,"беда, несчастье, трагедия"
11113,иэдээн-куудаан,,0,noun,"большая беда, бедствие"
11114,иэдээннээх,,0,adj,"страшный, ужасный, жуткий, чудовищный"
11116,иэдьэгэй,,0,noun,"творог, приготовляемый из кислого молока"
11117,иэдьэгэйдээх,,0,adj,перемешанный с творогом
11119,иэй,,0,verb,"испытывать внутренний прилив радостного волнения, вдохновение, быть в отличном настроении"
11122,иэйиилээхтик,,0,adv,"вдохновенно, искренне, задушевно"
11124,иэйинньэҥ,,0,adj,"чувствительный, сердобольный склонный к умилению"
11126,иэй-куой,,0,verb,"сетовать, стенать, плакать жалобно, громко"
11127,иэй-туой,,0,verb,"петь, говорить, звучать задушевно, чувственно, волнующе"
11128,иэйэ,,0,noun,влажная поляна в тайге с кочками и кустарниками вокруг
11135,иэл-тиэл,,0,adj,"приблизительно равные, почти равные"
11140,иэмэхтэс,,0,verb,"упорно, наравне с соперником биться, бороться, состязаться"
11142,иэн,,1,noun,"продольная середина спины, нижняя часть спины: от поясницы до крестца"
11143,иэн,,2,noun,"ширина, широта чего-либо"
11144,иэнигий,,0,verb,"проявлять, испытывать искренний душевный интерес, тягу к кому-либо, тянуться, стремиться всей душой к кому-, чему-либо"
11146,иэннэн,,0,verb,"иметь ширину, поверхность, площадь"
11149,иэннээх,,0,adj,широкий
11151,иэрий,,0,verb,"задыхаться от бурного смеха, непомерного плача или сильного кашля, захлебываться кашлем, плачем, смехом"
11155,иэрийэн-куоруйан,,0,adv,"охотно, увлеченно, с пристрастием"
11162,иэрэ,,0,noun,"примыкающая к реке или озеру ложбина, впадина, высыхающая после половодья"
11164,иэрэҥ,,0,adj,"шаткий, нечеткий, неопределенный, неконкретный"
11166,иэрэҥнээ,,0,verb,"колебаться, сомневаться быть в нерешительности"
11167,иэрэҥ-саараҥ,,0,adj,"неопределенный, нерешительный, двусмысленный"
11168,иэс,,0,noun,"то, что взято у кого-либо или выдано кому-либо взаймы, в долг"
11169,иэс-күүс,,0,noun,"долг, ссуда, то, что берется или дается в долг"
11170,иэстэбил,,0,noun,"наказание, привлечение к ответственности за противоправные, незаконные действия"
11171,иэстэбиллээх,,0,adj,"подлежащий взысканию, возмещению, оплате"
11173,иэстэнии,,0,noun,"влезание в долг, задолженность"
11174,иэстэс,,0,verb,взыскать долг с должника
11177,иэстээ,,0,verb,"давать кому-либо что-либо взаймы, в долг"
11178,иэстээх,,0,adj,"имеющий долг, взявший в долг, задолжавший кому-либо что-либо"
11179,иэһий,,0,verb,"заполнить, покрывать, окутывать сплошь все окружающее пространство"
11180,иэһир,,0,verb,задолжать кому-либо
11182,иэһэр,,0,noun,полка для сушки рыбы
11183,иэһэрдээ,,0,verb,сушить рыбу на полке
11184,иэһээ,,0,verb,"давать кому-либо в долг, взаймы"
11185,иэт,,1,verb,"хорошо доиться, легко и полностью выдаиваться (о корове)"
11187,иэ-татай,,0,interj,"междометие удивления, растерянности"
11189,иэтинньэҥ,,0,adj,обладающий способностью легко полностью выдаиваться (о дойной корове)
11192,иэттэс,,0,verb,"просить, требовать что-либо назойливо, настойчиво, неотступно"
11197,иэх-маах,,0,adv,"всячески кривляясь, изгибаясь криво, косо (делать что-то)"
11198,иэхсис,,0,verb,"спорить, пререкаться с кем-либо навязчиво, неотступно, назойливо, не уступая ни в чем"
11199,иэхэй,,0,interj,выражает большую радость по поводу какого-либо события (обычно употребляется в
11202,иэхэй-чуохай,,0,interj,"выражает бурную радость, восторг, восхищение"
11203,иэччэх,,0,noun,"подвижный конец бедренной кости, входящий в чашку таза, служащий местом прикрепления мыщц, вертлюг"
11204,иэччэхтэн,,0,verb,"таять, растаять (о снеге вокруг деревьев)"
11205,иэччэхтээ,,0,verb,"приделывать шарнир, петлю (например, двери к ящику)"
11207,к,,0,noun,название четырнадцатой буквы якутского алфавита
11212,кааска,,0,noun,каска
11214,кадр,каадыр,1,noun,"работник какой-либо отрасли производства, деятельности"
11216,камера,хаамыра,1,noun,камера хранения
11219,караат,карат,0,noun,карат
11220,карточка,,0,noun,карточка (единица картотеки)
11221,кассета,кэссиэтэ,0,noun,кассета (магнитная)
11222,каток,,1,noun,каток (площадка для катания на коньках)
11223,каток,хотуок,2,noun,каток (дорожная машина)
11224,катоктааһын,,0,noun,"разрушение, дробление корки на почве посредством катка"
11225,квитанция,кибитээнсийэ,0,noun,квитанция
11226,кибииккэ,,0,noun,кибитка
11229,кибилиннэр,,0,verb,"сильно ударить по кому-, чему-либо, издавая глухой звук"
11233,кибиргэччи,,0,adv,"производя короткие, частые глухие звуки (например, стучать, бодаться)"
11240,кигээччи,,0,noun,подстрекатель
11241,кии,,0,noun,"засохший, залежалый навоз"
11245,киил,,1,noun,"часть лиственницы, затвердевшая, ставшая очень прочной вследствие нарушения годовых колец, корень (бывает искривленной, имеет желтоватый оттенок)"
11246,киил,,2,noun,"изогнутая кверху часть саней, лыж"
11247,киил-киппэ,,0,adj,"очень твердый, крепкий, прочный, надежный"
11248,кииллий,,0,verb,"затвердеть, стать крепким, прочным (о древесине)"
11249,кииллимэр,,0,adj,"хитроумный, плутоватый"
11252,киилэ,,0,noun,килограмм
11254,киин,,2,noun,административный центр
11255,кииннэн,,0,verb,иметь воронкообразную впадину в центре
11256,кииннэммит,,0,adj,централизованный
11257,кииннээ,,0,verb,"сосредоточить в одном месте, образовать центр"
11258,кииннээн,,0,adv,"централизованно, по единому принципу"
11259,кииннээһин,,0,noun,централизация
11261,киинэ,,0,noun,"произведение киноискусства, кинофильм"
11263,киинэмсэх,,0,adj,любитель кино
11264,кииппэ,,0,noun,"кипа, связка или стопка предметов, сложенных одна на другую"
11265,кииппэлэммит,,0,adj,сложенный в кипу (обычно о сене)
11266,кииппэлээ,,0,verb,сложить в кипу скошенное сено
11268,киир,,0,verb,"входить, войти"
11269,кииригэс,,0,adj,"доступный пониманию, восприятию, поддающийся (обману), чувствительный (к лести)"
11272,киириилээх-тахсыылаах,,0,adj,"напористый, смелый, бесстрашный"
11275,кииримтиэ,,0,adj,"легко попадающийся на что-либо, уязвимый, легко просачивающийся куда-либо"
11276,киирин,,0,verb,"поддаться на уговоры, соглашаться (обычно употребляется в отрицательной форме)"
11278,кииринимтиэ,,0,adj,"податливый на уговоры, покладистый"
11284,кииркэ,,1,noun,кирка
11287,киирсиилээх,,0,adj,"напряженный, острый (о разговоре, собрании), бесстрашный (о слове)"
11291,киирсиһии,,0,noun,"напряженная схватка, сражение с кем-либо"
11295,киирсэ,,0,noun,кирза
11296,киирсэбэй,,0,adj,кирзовые (обычно сапоги)
11297,киир-таҕыс,,0,verb,"многократно входить и выходить, ходить взад-вперед"
11299,киирэ,,0,noun,гиря (для весов)
11302,киис,,0,noun,соболь
11303,киистэ,,0,noun,"кисть (для рисования, малярная)"
11304,киистэлэн,,0,verb,"колоситься (о травах, зерновых)"
11305,киистээ,,0,verb,"охотиться на соболя, добывать соболя"
11306,киисчит,,0,adj,"охотник на соболя, соболятник"
11308,кииһилэлээ,,0,verb,"рвать, собирать щавель"
11310,киитий,,0,verb,"зачерстветь, засохнуть, крошиться (о хлебе)"
11312,киитэл,,0,noun,китель
11313,киитэрэй,,0,adj,"хитрый, изворотливый, коварный"
11315,киитэрэйдээ,,0,verb,обманным путем повернуть (дело) в свою пользу
11316,киитэрэйдээһин,,0,noun,"хитрость, уловка"
11318,кийиит,,0,noun,"сноха, невестка"
11319,кийииттэн,,0,verb,заиметь невестку
11321,кийииттээ,,0,verb,быть невестой
11323,кик,,0,verb,"подстрекать, подговаривать кого-либо на неблаговидный поступок"
11327,кикирий-хахырый,,0,verb,"усердно, старательно трудиться над чем-либо"
11331,киксиилээх,,0,noun,соучастник по заговору
11332,киксэр,,0,verb,"подстрекать, подзадоривать, настроить против кого-либо"
11335,киксэрээччи,,0,noun,"подстрекатель (драки, ссоры)"
11336,килбигий,,0,verb,"стесняться кого-либо, смущаться"
11339,килбик,,0,adj,"стеснительный, робкий, скромный"
11340,килбик-кэмчиэ,,0,adj,"чрезвычайно робкий, скромных размеров"
11342,килбиэн,,0,noun,"блеск, сияние чего-либо очень яркого, отблеск лучей (солнца, луны)"
11343,килбиэннир,,0,verb,"сверкать, блестеть"
11344,килбиэннэн,,0,verb,"светиться изнутри, сверкать"
11345,килбиэннээ,,0,verb,"придать яркость, освещать"
11346,килбиэннээх,,0,adj,"имеющий яркую, блестящую поверхность, сияющий"
11348,килбэгир,,0,adj,"сверкающий, блестящий"
